unique_key,created_date,closed_date,resolution_action_updated_date,status,status_notes,agency_name,category,complaint_type,status_notes_1,incident_address,supervisor_district,neighborhood,location,source,media_url,latitude,longitude,police_district,year,month,month_name,day_of_week,hour,resolution_days
8952757,2018-05-03 10:12:37+00:00,2020-03-06 05:31:35+00:00,2020-03-06 05:31:35+00:00,Closed,Case Transferred - Transferred To Muni Passenger Services,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - Transferred to Muni Passenger Services,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2018,5,May,Thursday,10,672.804837962963
2705085,2013-08-12 12:44:18+00:00,2013-08-13 03:21:49+00:00,2013-08-13 03:21:49+00:00,Closed,Case Transferred - Psr # 436983,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr # 436983,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2013,8,Aug,Monday,12,0.609386574074074
1628243,2012-11-01 01:58:27+00:00,2012-11-07 08:21:46+00:00,2012-11-07 08:21:46+00:00,Closed,Case Transferred - Psr 421481,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr 421481,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2012,11,Nov,Thursday,1,6.26619212962963
1416491,2012-09-12 05:38:32+00:00,2012-09-17 09:58:22+00:00,2012-09-17 09:58:22+00:00,Closed,Case Transferred - Psr 418230,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr 418230,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2012,9,Sep,Wednesday,5,5.1804398148148145
9609807,2018-10-01 08:20:44+00:00,2018-10-18 12:31:31+00:00,2018-10-18 12:31:31+00:00,Closed,Case Transferred - Customer May Follow Up With Muni Customer Service If Desired At 415.701.5649 Or Municustomerservice@Sfmta.Com,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2018,10,Oct,Monday,8,17.174155092592592
6140841,2016-07-31 04:05:24+00:00,2016-08-03 03:42:25+00:00,2016-08-03 03:42:25+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,7,Jul,Sunday,4,2.9840393518518518
5861493,2016-05-13 08:14:25+00:00,2016-05-18 04:08:38+00:00,2016-05-18 04:08:38+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,5,May,Friday,8,4.829317129629629
5768371,2016-04-15 07:08:44+00:00,2016-04-19 12:51:18+00:00,2016-04-19 12:51:18+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,4,Apr,Friday,7,4.2378935185185185
3906042,2014-08-11 08:07:35+00:00,2014-08-18 11:29:44+00:00,2014-08-18 11:29:44+00:00,Closed,Case Transferred - Psr 458725,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr 458725,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,8,Aug,Monday,8,7.140381944444444
4585189,2015-03-18 09:09:25+00:00,2015-03-18 09:17:42+00:00,2015-03-18 09:17:42+00:00,Closed,Case Completed - Transferred: To Psr 472512,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Completed - Transferred: To PSR 472512,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2015,3,Mar,Wednesday,9,0.005752314814814815
3272703,2014-01-15 07:19:37+00:00,2014-01-16 11:54:25+00:00,2014-01-16 11:54:25+00:00,Closed,Case Transferred - Psr # 446861,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr # 446861,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,1,Jan,Wednesday,7,1.1908333333333334
101000582620,2024-08-22 10:16:37+00:00,2024-12-27 12:19:30+00:00,2025-01-07 09:48:09+00:00,Closed,Case Resolved - Motor Vehicles (Including Motorcycles) Are Prohibited From Parking On The Sidewalk.,Mta - Abandoned Vehicles Callback Requests,Parking Enforcement,Abandoned_Vehicle_Callback,Case Resolved - motor vehicles (including motorcycles) are prohibited from parking on the sidewalk.,Not associated with a specific address,,None,,Phone,,,,,2024,8,Aug,Thursday,10,127.08533564814815
101000359106,2024-07-10 07:26:08+00:00,2024-07-10 08:36:19+00:00,2024-07-10 08:36:25+00:00,Closed,Case Resolved - Field Work Has Been Completed. Memo:Statusdate Per Mobile. Dbadd@07/10/2024 08:36:21Am,Puc - Sewer Ops,Street Defect,Pavement_Defect,Case Resolved - Field Work has been completed. Memo:STATUSDATE per Mobile. DBAdd@07/10/2024 08:36:21AM,"INTERSECTION MISSION ST, LASKIE ST, SAN FRANCISCO, CA 94103",,None,,Integrated Agency,,,,,2024,7,Jul,Wednesday,7,0.04873842592592593
6083195,2016-07-14 06:28:17+00:00,2016-07-15 01:32:20+00:00,2016-07-15 01:32:20+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,7,Jul,Thursday,6,0.7944791666666666
2054688,2013-02-24 04:23:36+00:00,2013-02-27 11:24:16+00:00,2013-02-27 11:24:16+00:00,Closed,Case Transferred - Psr 427502,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr 427502,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2013,2,Feb,Sunday,4,3.29212962962963
2738376,2013-08-21 12:39:13+00:00,2013-08-27 11:05:52+00:00,2013-08-27 11:05:52+00:00,Closed,Case Transferred - Psr 437780,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - PSR 437780,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2013,8,Aug,Wednesday,12,5.935173611111111
2457030,2013-06-06 09:07:42+00:00,2013-06-07 03:20:27+00:00,2013-06-07 03:20:27+00:00,Closed,Case Transferred - Psr # 433201,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr # 433201,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2013,6,Jun,Thursday,9,0.7588541666666667
328966,2008-12-09 12:42:32+00:00,2008-12-09 01:35:46+00:00,2008-12-09 01:35:46+00:00,Closed,Case Transferred,311 Service Request Queue,311 External Request,Graffiti,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2008,12,Dec,Tuesday,12,0.0
6274270,2016-09-04 01:37:51+00:00,2016-09-06 01:34:16+00:00,2016-09-06 01:34:16+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,9,Sep,Sunday,1,1.997511574074074
3986684,2014-09-06 12:17:21+00:00,2014-09-08 06:09:47+00:00,2014-09-08 06:09:47+00:00,Closed,Case Completed - Resolved: 10-98,Dpw Ops Queue,Litter Receptacles,Other_Enter_Additional_Details_Below,Case Completed - resolved: 10-98,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,9,Sep,Saturday,12,1.7447453703703704
5959703,2016-06-08 04:34:37+00:00,2016-06-13 04:45:53+00:00,2016-06-13 04:45:53+00:00,Closed,Comment Noted,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Comment Noted,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,6,Jun,Wednesday,4,5.007824074074074
11164217,2019-07-22 02:37:29+00:00,2019-07-24 03:23:11+00:00,2019-07-24 03:23:11+00:00,Closed,Case Transferred - Customer May Follow Up With Muni Customer Service If Desired At 415.701.5649 Or Municustomerservice@Sfmta.Com,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2019,7,Jul,Monday,2,2.031736111111111
5811716,2016-04-28 08:48:15+00:00,2016-05-02 04:32:29+00:00,2016-05-02 04:32:29+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,4,Apr,Thursday,8,3.8223842592592594
5126130,2015-09-23 06:52:10+00:00,2015-10-08 12:30:51+00:00,2015-10-08 12:30:51+00:00,Closed,Case Completed - Resolved: Inspection Of Location Was Conducted Based On Narrative Described In Sr But No Visible Evidence Of Issue Described Was Found.,Dpw Ops Queue,Litter Receptacles,Toters_Left_Out_24X7,Case Completed - resolved: Inspection of location was conducted based on narrative described in SR but no visible evidence of issue described was found.,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2015,9,Sep,Wednesday,6,15.23519675925926
9232804,2018-07-06 12:55:38+00:00,2020-03-06 05:32:13+00:00,2020-03-06 05:32:13+00:00,Closed,Case Transferred - Transferred To Muni Passenger Services,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - Transferred to Muni Passenger Services,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2018,7,Jul,Friday,12,608.6920717592593
5548507,2016-02-08 04:50:58+00:00,2016-02-10 04:20:47+00:00,2016-02-10 04:20:47+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,2,Feb,Monday,4,1.9790393518518519
5300679,2015-11-19 12:17:43+00:00,2015-11-30 11:49:12+00:00,2015-11-30 11:49:12+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2015,11,Nov,Thursday,12,10.98019675925926
8753381,2018-03-16 05:03:07+00:00,2020-03-06 05:31:11+00:00,2020-03-06 05:31:11+00:00,Closed,Case Transferred - Transferred To Muni Passenger Services,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - Transferred to Muni Passenger Services,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2018,3,Mar,Friday,5,721.0194907407407
2860772,2013-09-23 11:05:43+00:00,2013-09-25 08:50:16+00:00,2013-09-25 08:50:16+00:00,Closed,Case Transferred - To Muni Psr 439541,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - to muni psr 439541,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2013,9,Sep,Monday,11,1.9059375
12186959,2020-03-07 03:09:00+00:00,,2020-03-11 08:47:11+00:00,Open,None,Muni Feedback Received Queue,Muni Feedback,Muni  -,,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2020,3,Mar,Saturday,3,
6076694,2016-07-13 08:16:36+00:00,2016-07-15 11:25:05+00:00,2016-07-15 11:25:05+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,7,Jul,Wednesday,8,2.1308912037037038
101000293602,2024-06-26 04:46:31+00:00,2024-07-19 01:09:28+00:00,2024-07-19 01:09:28+00:00,Closed,Case Resolved - Investigation Completed,Mta - Muni Feedback Received,Muni Service Feedback,Comment_Question_Suggestion,Case Resolved - Investigation completed,Not associated with a specific address,,None,,Phone,,,,,2024,6,Jun,Wednesday,4,22.849270833333332
101000566076,2024-08-20 05:24:27+00:00,2024-08-21 06:34:53+00:00,2024-08-21 06:35:02+00:00,Closed,Case Resolved,Recology - Litter,Litter Receptacle Maintenance,Other_Including_Abandoned_Toter,Case Resolved,"INTERSECTION VAN NESS AVE, GROVE ST, SAN FRANCISCO, CA 94102",,None,,Integrated Agency,,,,,2024,8,Aug,Tuesday,5,1.048912037037037
2083527,2013-03-04 06:21:49+00:00,2013-03-05 08:58:35+00:00,2013-03-05 08:58:35+00:00,Closed,Case Transferred - Transfer Psr 427876,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - transfer psr 427876,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2013,3,Mar,Monday,6,1.1088657407407407
658808,2010-05-19 07:33:10+00:00,2010-05-19 08:44:45+00:00,2010-05-19 08:44:45+00:00,Closed,Case Is Invalid - Blank Info,Ssp - Mta General Complaints Queue,Muni Feedback,Muni  -,Case is Invalid - BLANK INFO,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2010,5,May,Wednesday,7,0.04971064814814815
5890770,2016-05-20 04:58:09+00:00,2016-05-24 02:37:22+00:00,2016-05-24 02:37:22+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,5,May,Friday,4,3.9022337962962963
9155750,2018-06-19 09:39:20+00:00,2020-03-06 05:31:59+00:00,2020-03-06 05:31:59+00:00,Closed,Case Transferred - Transferred To Muni Passenger Services,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - Transferred to Muni Passenger Services,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2018,6,Jun,Tuesday,9,625.8282291666667
3834292,2014-07-17 01:49:56+00:00,2014-07-18 08:51:32+00:00,2014-07-18 08:51:32+00:00,Closed,Case Transferred - Psr 457503,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr 457503,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,7,Jul,Thursday,1,1.2927777777777778
11943252,2020-01-14 11:37:43+00:00,2020-01-15 02:23:07+00:00,2020-01-15 02:23:07+00:00,Closed,Case Transferred - Customer May Follow Up With Muni Customer Service If Desired At 415.701.5649 Or Municustomerservice@Sfmta.Com,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2020,1,Jan,Tuesday,11,0.6148611111111111
8157047,2017-10-18 02:41:58+00:00,2020-03-06 05:32:03+00:00,2020-03-06 05:32:03+00:00,Closed,Case Transferred - Transferred To Muni Passenger Services,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - Transferred to Muni Passenger Services,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2017,10,Oct,Wednesday,2,870.1181134259259
4648224,2015-04-08 03:55:01+00:00,2015-04-08 04:16:51+00:00,2015-04-08 04:16:51+00:00,Closed,Case Completed - Transferred: To Psr 473643,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Completed - Transferred: To PSR 473643,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2015,4,Apr,Wednesday,3,0.015162037037037036
872364,2011-04-29 05:48:35+00:00,2011-05-09 04:49:08+00:00,2011-05-09 04:49:08+00:00,Closed,Dpt Abandoned Vehicles - Gone On Arrival - Pco 187 5-9-11 @ 1314,Dpt Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,DPT Abandoned Vehicles - Gone on Arrival - PCO 187 5-9-11 @ 1314,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2011,4,Apr,Friday,5,9.958715277777777
11471350,2019-09-26 07:55:32+00:00,2019-10-07 07:53:03+00:00,2019-10-07 07:53:03+00:00,Closed,Case Transferred - Customer May Follow Up With Muni Customer Service If Desired At 415.701.5649 Or Municustomerservice@Sfmta.Com,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2019,9,Sep,Thursday,7,10.998275462962964
2856213,2013-09-21 06:50:25+00:00,2013-09-25 08:49:28+00:00,2013-09-25 08:49:28+00:00,Closed,Case Transferred - Transfer Psr 439613,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - transfer psr 439613,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2013,9,Sep,Saturday,6,4.082673611111111
2892981,2013-10-01 10:55:40+00:00,2013-10-03 11:08:35+00:00,2013-10-03 11:08:35+00:00,Closed,Case Transferred - Psr # 440261,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr # 440261,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2013,10,Oct,Tuesday,10,2.0089699074074074
2543850,2013-06-28 01:38:16+00:00,2013-07-02 10:40:09+00:00,2013-07-02 10:40:09+00:00,Closed,Case Transferred - Transfer Psr 434497,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - transfer psr 434497,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2013,6,Jun,Friday,1,4.37630787037037
1301591,2012-08-19 08:46:07+00:00,2012-08-23 10:19:41+00:00,2012-08-23 10:19:41+00:00,Closed,Case Transferred - Psr 416343,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr 416343,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2012,8,Aug,Sunday,8,4.064976851851852
5694698,2016-03-23 09:53:46+00:00,2016-03-29 11:03:37+00:00,2016-03-29 11:03:37+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,3,Mar,Wednesday,9,6.048506944444444
4866239,2015-06-30 12:07:41+00:00,2015-07-02 07:53:38+00:00,2015-07-02 07:53:38+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2015,6,Jun,Tuesday,12,1.823576388888889
3976267,2014-09-02 10:36:29+00:00,2014-09-09 01:52:10+00:00,2014-09-09 01:52:10+00:00,Closed,Case Transferred - To Psr# 460030,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - To PSR# 460030,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,9,Sep,Tuesday,10,6.635891203703704
3682059,2014-05-27 05:26:37+00:00,2014-05-27 05:42:32+00:00,2014-05-27 05:42:32+00:00,Closed,Case Completed - Resolved:,Dpw Ops Queue,Litter Receptacles,Cans_Left_Out_24X7,Case Completed - resolved:,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,5,May,Tuesday,5,0.01105324074074074
3477987,2014-03-21 05:37:02+00:00,2014-03-24 04:32:59+00:00,2014-03-24 04:32:59+00:00,Closed,Case Transferred - To Psr #450862,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - to PSR #450862,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,3,Mar,Friday,5,2.9555208333333334
5542832,2016-02-06 05:40:39+00:00,2016-02-09 03:24:27+00:00,2016-02-09 03:24:27+00:00,Closed,Case Transferred,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2016,2,Feb,Saturday,5,2.9054166666666665
11061717,2019-06-29 08:33:10+00:00,2019-07-03 09:13:04+00:00,2019-07-03 09:13:04+00:00,Closed,Case Transferred - Customer May Follow Up With Muni Customer Service If Desired At 415.701.5649 Or Municustomerservice@Sfmta.Com,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2019,6,Jun,Saturday,8,4.027708333333333
4578130,2015-03-16 07:20:32+00:00,2015-03-16 07:47:47+00:00,2015-03-16 07:47:47+00:00,Closed,Case Completed - Transferred: To Psr 472365,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Completed - Transferred: To PSR 472365,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2015,3,Mar,Monday,7,0.01892361111111111
4560519,2015-03-09 06:07:33+00:00,2015-03-09 06:17:20+00:00,2015-03-09 06:17:20+00:00,Closed,Case Completed - Transferred: To Psr 472030,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Completed - Transferred: To PSR 472030,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2015,3,Mar,Monday,6,0.006793981481481482
4291591,2014-12-10 10:34:18+00:00,2014-12-15 03:33:47+00:00,2014-12-15 03:33:47+00:00,Closed,Case Transferred - Psr 466005,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - psr 466005,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,12,Dec,Wednesday,10,4.707974537037037
4321389,2014-12-20 07:42:15+00:00,2014-12-24 03:16:13+00:00,2014-12-24 03:16:13+00:00,Closed,Case Transferred - To Psr# 466538,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - To PSR# 466538,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,12,Dec,Saturday,7,3.8152546296296297
4236498,2014-11-23 05:12:22+00:00,2014-12-01 04:11:10+00:00,2014-12-01 04:11:10+00:00,Closed,Case Transferred - To Psr #465173,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - to PSR #465173,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,11,Nov,Sunday,5,7.9575
413571,2009-04-17 06:56:22+00:00,2009-04-17 08:28:38+00:00,2009-04-17 08:28:38+00:00,Closed,Case Transferred - See Notes.,311 Service Request Queue,311 External Request,Graffiti,Case Transferred - see notes.,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2009,4,Apr,Friday,6,0.06407407407407407
101000385154,2024-07-15 01:23:21+00:00,2024-07-15 11:00:39+00:00,2024-07-15 11:00:39+00:00,Closed,No Action - No Issues Reported.,Shared Spaces,Shared Spaces Request,"""Sidewalk""",No Action - No issues reported.,"Camp Mather 32560 MATHER RD, GROVELAND, CA 95321",,None,"(37.881602485, -119.8507604)",Web,,37.881602485,-119.8507604,,2024,7,Jul,Monday,1,0.4009027777777778
4825109,2015-06-13 04:39:08+00:00,2015-06-18 05:29:25+00:00,2015-06-18 05:29:25+00:00,Closed,Case Transferred - 477459,Ssp - Mta Feedback Queue,Muni Feedback,Muni  -,Case Transferred - 477459,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2015,6,Jun,Saturday,4,5.034918981481481
